route,hour,journeys
R84,9,8
R84,10,12
R84,12,12
R84,13,12
R84,15,9
R84,16,3
R84,17,9
R84,18,1
R84,19,9
R84,21,6
R85,5,9
R85,6,4
R85,7,5
R85,8,6
R85,9,12
R85,10,12
R85,11,6
R85,12,6
R85,13,6
R85,14,12
R85,15,9
R85,17,13
R85,18,10
R85,19,4
R85,20,12
R85B,8,6
R85B,9,2
R85B,10,4
R85B,12,12
R85H,6,3
R85H,15,3
R85K,6,3
R85K,15,3
R85S,6,3
R85S,16,3
R86,5,3
R86,6,9
R86,7,12
R86,8,15
R86,9,18
R86,10,12
R86,11,18
R86,12,12
R86,13,18
R86,14,12
R86,15,18
R86,16,12
R86,17,15
R86,18,15
R86,19,12
R86,20,6
R8B,6,6
R8B,7,6
R8B,8,6
R8B,9,6
R8B,10,6
R8B,11,6
R8B,12,6
R8B,13,6
R8B,14,6
R8B,15,6
R8B,17,6
R8B,18,6
RO032A,6,3
RO032A,7,12
RO032A,8,12
RO032A,9,12
RO032A,10,15
RO032A,11,15
RO032A,12,15
RO032A,13,15
RO032A,14,18
RO032A,15,16
RO032A,16,20
RO032A,17,23
RO032A,18,16
RO032A,19,13
RO032A,20,12
RO032A,21,12
RO032A,22,6
RO032A,23,12
RO033A,5,3
RO033A,6,6
RO033A,7,12
RO033A,8,15
RO033A,9,15
RO033A,10,15
RO033A,11,15
RO033A,12,15
RO033A,13,15
RO033A,14,15
RO033A,15,11
RO033A,16,10
RO033A,17,15
RO033A,18,13
RO033A,19,6
RO033A,20,7
RO033B,6,3
RO033B,7,9
RO033B,8,12
RO033B,9,15
RO033B,10,15
RO033B,11,15
RO033B,12,15
RO033B,13,15
RO033B,14,15
RO033B,15,12
RO033B,16,12
RO033B,17,9
RO033B,18,9
RO033B,19,14
RO035,6,3
RO035,8,3
RO035,9,12
RO035,10,6
RO035,11,12
RO035,12,6
RO035,13,6
RO035,14,6
RO035,15,12
RO035,17,9
RO035,18,3
RO746,8,6
RO746,10,5
RO746,11,6
RO746,12,3
RO746,13,6
RO746,14,6
RO746,16,3
RO746,17,3
RX30,6,9
RX30,7,6
RX30,8,3
RX30,9,6
RX30,10,6
RX30,11,6
RX30,12,6
RX30,13,6
RX30,14,6
RX30,15,6
RX30,16,6
RX30,17,3
RX30,18,3
S19,6,10
S19,7,16
S19,8,28
S19,9,30
S19,10,32
S19,11,30
S19,12,32
S19,13,32
S19,14,32
S19,15,32
S19,16,26
S19,17,14
S19,18,6
S19,19,12
S1_2_3,6,2
S1_2_3,7,12
S1_2_3,8,8
S1_2_3,9,22
S1_2_3,10,8
S1_2_3,11,18
S1_2_3,12,26
S1_2_3,13,20
S1_2_3,14,20
S1_2_3,15,20
S1_2_3,16,4
S1_2_3,17,26
S1_2_3,18,14
S1_2_3,19,2
ST060,5,6
ST060,6,6
ST060,7,6
ST060,8,6
ST060,9,6
ST060,10,6
ST060,11,6
ST060,12,6
ST060,13,6
ST060,14,6
ST060,16,6
ST060,17,6
ST060,18,6
ST060,19,6
ST063,6,9
ST063,7,18
ST063,8,12
ST063,9,18
ST063,10,15
ST063,11,15
ST063,12,15
ST063,13,15
ST063,14,9
ST063,15,21
ST063,16,21
ST063,17,15
ST063,18,12
ST063,19,6
ST063,20,6
ST064,5,3
ST064,6,15
ST064,7,27
ST064,8,27
ST064,9,30
ST064,10,30
ST064,11,30
ST064,12,30
ST064,13,30
ST064,14,30
ST064,15,30
ST064,16,27
ST064,17,21
ST064,18,12
ST064,19,12
ST064,20,12
ST064,21,6
ST064,22,6
ST064,23,6
ST065A,5,6
ST065A,6,6
ST065A,7,12
ST065A,8,9
ST065A,9,18
ST065A,10,12
ST065A,11,15
ST065A,12,15
ST065A,13,18
ST065A,14,15
ST065A,15,15
ST065A,16,15
ST065A,17,15
ST065A,18,12
ST065A,19,6
ST065B,5,9
ST065B,6,6
ST065B,7,15
ST065B,8,15
ST065B,9,9
ST065B,10,18
ST065B,11,12
ST065B,12,18
ST065B,13,12
ST065B,14,18
ST065B,15,6
ST065B,16,18
ST065B,17,12
ST065B,18,12
ST065B,19,6
ST066C,6,3
ST066C,7,9
ST066C,8,12
ST066C,9,6
ST066C,10,6
ST066C,11,6
ST066C,12,6
ST066C,13,6
ST066C,14,9
ST066C,15,12
ST066C,16,9
ST066C,17,12
ST066C,18,3
ST067,6,3
ST067,7,21
ST067,8,21
ST067,9,27
ST067,10,27
ST067,11,30
ST067,12,27
ST067,13,30
ST067,14,27
ST067,15,27
ST067,16,27
ST067,17,24
ST067,18,18
ST067,19,15
ST067,20,12
ST067,21,6
ST067,22,12
ST067,23,6
ST069,6,2
ST069,7,4
ST069,8,8
ST069,9,2
ST069,10,4
ST069,11,12
ST069,14,10
ST069,16,6
ST069,17,6
ST069,18,4
ST166,7,2
ST166,8,3
ST166,9,15
ST166,10,3
ST166,11,3
ST166,12,3
ST166,13,15
ST166,14,3
ST166,15,5
ST166,16,3
ST166,17,3
ST207,6,6
ST207,7,3
ST207,8,9
ST207,9,6
ST207,11,6
ST207,12,6
ST207,14,6
ST207,15,9
ST207,16,3
ST207,17,6
ST207,18,6
ST62,6,9
ST62,7,3
ST62,8,15
ST62,9,24
ST62,10,12
ST62,11,18
ST62,12,12
ST62,13,18
ST62,14,12
ST62,15,18
ST62,16,12
ST62,17,21
ST62,18,6
ST62,19,6
ST62,21,12
ST62,23,12
ST620B,6,2
ST620B,7,7
ST620B,9,4
ST620B,10,4
ST620B,12,4
ST620B,13,4
ST620B,15,5
ST620B,16,4
ST620B,17,4
SW006,4,9
SW006,5,17
SW006,6,39
SW006,17,20
SW006,18,20
SW007,4,10
SW007,5,18
SW007,6,34
SW007,7,41
SW007,8,45
SW007,9,63
SW007,10,52
SW007,11,52
SW007,12,52
SW007,13,52
SW007,14,52
SW007,15,52
SW007,16,49
SW007,17,49
SW007,18,32
SW007,19,31
SW007,20,24
SW007,21,23
SW007,22,18
SW007,23,9
SW049A,5,9
SW049A,6,15
SW049A,7,19
SW049A,8,29
SW049A,9,28
SW049A,10,32
SW049A,11,32
SW049A,12,32
SW049A,13,32
SW049A,14,32
SW049A,15,28
SW049A,16,32
SW049A,17,23
SW049A,18,22
SW049A,19,18
SW049A,20,12
SW049A,21,12
SW049A,22,12
SW049A,23,6
SW049B,5,3
SW049B,6,9
SW049B,7,18
SW049B,8,16
SW049B,9,20
SW049B,10,20
SW049B,11,20
SW049B,12,20
SW049B,13,20
SW049B,14,20
SW049B,15,20
SW049B,16,20
SW049B,17,20
SW049B,18,9
SW049B,19,3
SW051A,5,9
SW051A,6,8
SW051A,7,16
SW051A,8,16
SW051A,9,20
SW051A,10,12
SW051A,11,20
SW051A,12,12
SW051A,13,20
SW051A,14,12
SW051A,15,20
SW051A,16,14
SW051A,17,20
SW051A,18,12
SW051A,19,3
SW051A,20,6
SW051B,6,9
SW051B,7,12
SW051B,8,16
SW051B,9,16
SW051B,10,16
SW051B,11,16
SW051B,12,16
SW051B,13,16
SW051B,14,16
SW051B,15,16
SW051B,16,16
SW051B,17,13
SW051B,18,9
SW051B,19,6
SW053,6,6
SW053,7,6
SW053,8,4
SW053,9,23
SW053,10,6
SW053,11,20
SW053,12,6
SW053,13,20
SW053,14,6
SW053,15,17
SW053,16,6
SW053,17,13
SW053,18,6
SW053,19,3
SW055,4,3
SW055,5,21
SW055,6,41
SW055,7,34
SW055,8,59
SW055,9,52
SW055,10,52
SW055,11,52
SW055,12,52
SW055,13,52
SW055,14,49
SW055,15,51
SW055,16,52
SW055,17,42
SW055,18,40
SW055,19,31
SW055,20,32
SW055,21,32
SW055,22,32
SW055,23,12
SW057,5,3
SW057,6,3
SW057,13,3
SW057,14,3
SW057,21,3
SW057,22,3
SW066A,0,18
SW066A,1,12
SW066A,2,6
SW066A,3,6
SW066A,4,3
SW066A,5,12
SW066A,6,31
SW066A,7,35
SW066A,8,45
SW066A,9,42
SW066A,10,52
SW066A,11,52
SW066A,12,52
SW066A,13,52
SW066A,14,52
SW066A,15,46
SW066A,16,49
SW066A,17,46
SW066A,18,42
SW066A,19,39
SW066A,20,32
SW066A,21,32
SW066A,22,32
SW066A,23,22
SW066B,0,12
SW066B,1,12
SW066B,2,12
SW066B,3,6
SW066B,5,6
SW066B,6,21
SW066B,7,37
SW066B,8,39
SW066B,9,52
SW066B,10,52
SW066B,11,52
SW066B,12,52
SW066B,13,52
SW066B,14,52
SW066B,15,52
SW066B,16,55
SW066B,17,46
SW066B,18,36
SW066B,19,38
SW066B,20,32
SW066B,21,32
SW066B,22,32
SW066B,23,22
SW077,6,3
SW077,7,11
SW077,8,4
SW077,9,9
SW077,11,6
SW077,12,9
SW077,13,3
SW077,14,3
SW077,15,9
SW077,16,6
SW077,17,6
SW080A,6,3
SW081,7,6
SW081,8,6
SW081,9,6
SW081,10,9
SW081,12,9
SW081,13,3
SW081,14,6
SW081,15,6
SW4,6,9
SW4,7,24
SW4,8,30
SW4,9,38
SW4,10,43
SW4,11,46
SW4,12,43
SW4,13,40
SW4,14,43
SW4,15,52
SW4,16,52
SW4,17,38
SW4,18,32
SW4,19,32
SW4,20,29
SW4,21,18
SW4,22,9
SW4,23,3
SW78,9,3
SW78,12,3
SW8,6,6
SW8,7,18
SW8,8,28
SW8,9,28
SW8,10,31
SW8,11,31
SW8,12,31
SW8,13,31
SW8,14,31
SW8,15,31
SW8,16,29
SW8,17,26
SW8,18,20
SW8,19,12
SW8,20,12
SW807,8,2
SW807,15,2
SW82,6,9
SW82,8,6
SW82,15,6
SW82,16,3
SW82,17,6
SW82,18,3
Tour,9,6
Tour,10,12
Tour,11,12
Tour,12,12
Tour,13,12
Tour,14,12
Tour,15,12
Tour,16,12
Tour,17,6
UTC83,7,1
UTC83,16,1
W8,7,1
W8,8,1
W8,14,1
W8,15,1
W8,17,1
WF,9,6
WF,10,12
WF,11,12
WF,12,12
WF,13,12
WF,14,12
WF,15,12
WF,16,12
WF,17,12
WF,18,12
WF,19,12
WF,20,12
WF,21,12
WF,22,12
WF,23,6
X1,17,2
X1,18,4
X1,19,4
X1,20,4
X18A_X18,6,16
X18A_X18,7,42
X18A_X18,8,22
X18A_X18,9,24
X18A_X18,10,30
X18A_X18,11,26
X18A_X18,12,30
X18A_X18,13,26
X18A_X18,14,30
X18A_X18,15,26
X18A_X18,16,30
X18A_X18,17,30
X18A_X18,18,30
X18A_X18,19,16
X18A_X18,20,18
X18A_X18,21,6
X18A_X18,22,6
X18A_X18,23,6
X18B,5,4
X18B,6,8
X18B,7,8
X18B,8,12
X18B,9,18
X18B,10,12
X18B,11,12
X18B,12,12
X18B,13,14
X18B,14,12
X18B,15,8
X18B,16,10
X18B,17,10
X18B,18,10
X18B,19,6
X20,6,2
X20,7,10
X20,8,2
X20,9,8
X20,10,8
X20,11,8
X20,12,8
X20,13,8
X20,14,6
X20,15,6
X20,16,4
X20,17,8
X20,18,8
X20,19,4
X24,4,2
X24,5,11
X24,6,15
X24,7,22
X24,8,24
X24,9,29
X24,10,23
X24,11,25
X24,12,24
X24,13,24
X24,14,23
X24,15,23
X24,16,25
X24,17,20
X24,18,20
X24,19,18
X24,20,10
X24,21,6
X24,22,4
X24,23,5
X3,6,4
X3,7,7
X3,8,4
X3,9,4
X3,10,4
X3,11,4
X3,12,4
X3,13,4
X3,14,4
X3,15,5
X3,16,3
X3,17,3
X3,18,4
X3,19,4
X3,20,2
X3,21,2
X3,22,2
X3,23,2
X4,6,1
X4,7,3
X4,8,4
X4,9,4
X4,10,4
X4,11,4
X4,12,4
X4,13,4
X4,14,4
X4,15,1
X4,16,3
X4,17,4
X4,18,2
X43A,5,2
X43A,6,1
X43A,7,6
X43A,8,2
X43A,9,4
X43A,10,4
X43A,11,4
X43A,12,4
X43A,13,4
X43A,14,4
X43A,15,4
X43A,16,2
X43A,17,1
X43A,18,1
X43A,19,4
X43A,20,2
X7A,5,2
X7A,6,5
X7A,7,4
X7A,8,4
X7A,9,7
X7A,10,7
X7A,11,5
X7A,12,7
X7A,13,5
X7A,14,7
X7A,15,5
X7A,16,7
X7A,17,4
X7A,18,7
X7A,19,4
X7A,20,2
X7A,21,2
X7B,5,2
X7B,6,2
X7B,7,3
X7B,8,5
X7B,9,5
X7B,10,6
X7B,11,6
X7B,12,6
X7B,13,6
X7B,14,6
X7B,15,7
X7B,16,6
X7B,17,7
X7B,18,5
X7B,19,4
X7B,20,2
X7C,5,1
X7C,6,5
X7C,7,6
X7C,8,7
X7C,9,6
X7C,10,7
X7C,11,8
X7C,12,8
X7C,13,8
X7C,14,6
X7C,15,8
X7C,16,7
X7C,17,8
X7C,18,7
X7C,19,6
X7C,20,1
X88,6,2
X88,7,2
X88,9,4
X88,11,4
X88,13,4
X88,14,2
X88,16,4
X88,18,2
X88,19,2
X90,6,2
X90,7,4
X90,8,4
X90,9,4
X90,10,4
X90,11,4
X90,12,4
X90,13,4
X90,14,4
X90,15,4
X90,16,3
X90,17,2
X90,18,8
X90,19,2
